"carro","dono","marca","Estilo","Acabamento","Posição de dirigir","Instrumentos","Interior","Porta-malas","Desempenho","Motor","Câmbio","Freios","Suspensão","Consumo","Estabilidade","Custo-Benefício ","Recomendação","indice","Class_NPS"
"Gol",256,"Volkswagen",10,6,7,10,7,7,8,1,8,8,1,9,10,10,6,256,"Detratores"
"Gol",257,"Volkswagen",8,6,6,5,5,4,0,0,7,8,8,0,6,0,0,257,"Detratores"
"Gol",258,"Volkswagen",8,6,9,8,7,4,5,8,10,7,7,7,7,7,6,258,"Detratores"
"Gol",259,"Volkswagen",8,7,8,9,9,7,6,6,9,6,8,7,9,8,7,259,"Passivos"
"Gol",260,"Volkswagen",10,8,9,10,10,8,10,10,10,8,8,8,10,10,10,260,"Promotores"
"Gol",261,"Volkswagen",9,6,9,10,9,8,10,6,9,8,8,8,10,8,9,261,"Promotores"
"Gol",262,"Volkswagen",8,5,9,8,5,1,2,0,5,9,7,5,8,5,1,262,"Detratores"
"Gol",263,"Volkswagen",8,1,5,5,5,7,7,0,3,6,4,6,7,4,0,263,"Detratores"
"Gol",264,"Volkswagen",9,3,8,9,5,4,4,3,6,1,2,0,4,4,0,264,"Detratores"
"Gol",265,"Volkswagen",0,0,8,4,5,2,5,0,0,5,5,0,5,5,0,265,"Detratores"
"Gol",266,"Volkswagen",9,0,10,7,5,5,5,0,8,10,9,8,9,7,0,266,"Detratores"
"Gol",267,"Volkswagen",10,10,9,5,7,0,0,1,7,5,5,0,5,2,1,267,"Detratores"
"Gol",268,"Volkswagen",10,6,5,7,8,7,5,4,5,6,6,2,8,5,5,268,"Detratores"
"Gol",269,"Volkswagen",9,0,4,5,5,5,7,0,4,5,2,0,5,5,0,269,"Detratores"
"Gol",270,"Volkswagen",8,5,5,4,4,3,4,4,8,5,7,5,6,7,7,270,"Passivos"
"Gol",271,"Volkswagen",8,1,3,2,3,0,4,0,7,4,0,0,9,4,0,271,"Detratores"
"Gol",272,"Volkswagen",8,6,7,7,6,6,6,4,8,6,7,7,7,3,2,272,"Detratores"
"Gol",273,"Volkswagen",8,7,7,7,6,5,4,0,6,8,5,0,6,3,0,273,"Detratores"
"Gol",274,"Volkswagen",9,6,8,8,8,8,9,9,9,9,7,9,8,8,7,274,"Passivos"
"Gol",275,"Volkswagen",5,0,5,5,5,5,0,0,0,0,0,0,5,0,0,275,"Detratores"
"Gol",276,"Volkswagen",8,2,5,9,3,0,0,0,0,3,0,0,7,0,0,276,"Detratores"
"Gol",277,"Volkswagen",10,10,9,10,9,6,10,10,10,10,10,9,10,10,10,277,"Promotores"
"Gol",278,"Volkswagen",8,5,6,5,5,5,4,5,6,3,4,4,7,8,7,278,"Passivos"
"Gol",279,"Volkswagen",7,7,7,7,5,5,8,7,7,7,7,7,8,7,7,279,"Passivos"
"Gol",280,"Volkswagen",10,9,9,10,10,8,8,9,10,9,9,8,10,8,10,280,"Promotores"
"Gol",281,"Volkswagen",10,6,8,10,10,8,10,10,10,9,8,9,9,8,9,281,"Promotores"
"Gol",282,"Volkswagen",6,7,8,10,7,8,8,10,10,10,9,9,9,8,6,282,"Detratores"
"Gol",283,"Volkswagen",7,7,7,5,7,5,5,2,5,7,5,5,5,0,0,283,"Detratores"
"Gol",284,"Volkswagen",10,7,7,4,7,6,8,8,10,9,8,9,9,8,10,284,"Promotores"
"Gol",285,"Volkswagen",9,7,6,9,7,5,5,6,7,7,3,8,9,7,8,285,"Passivos"
"Gol",286,"Volkswagen",9,4,6,4,6,5,7,6,8,8,8,4,8,0,5,286,"Detratores"
"Gol",287,"Volkswagen",10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,287,"Promotores"
"Gol",288,"Volkswagen",8,0,0,0,2,3,0,0,6,3,0,0,2,2,0,288,"Detratores"
"Gol",289,"Volkswagen",8,7,7,7,7,6,7,5,9,7,6,6,7,6,7,289,"Passivos"
"Gol",290,"Volkswagen",9,7,7,9,6,5,10,9,9,9,9,8,10,5,4,290,"Detratores"
"Gol",291,"Volkswagen",8,4,5,8,6,3,5,5,5,4,4,6,5,5,4,291,"Detratores"
"Gol",292,"Volkswagen",8,6,6,10,9,7,3,3,8,7,7,3,8,6,8,292,"Passivos"
"Gol",293,"Volkswagen",9,6,8,8,7,8,8,8,7,7,7,8,8,8,5,293,"Detratores"
"Gol",294,"Volkswagen",8,8,8,8,9,8,8,9,5,9,9,5,9,7,5,294,"Detratores"
"Gol",295,"Volkswagen",7,9,10,9,6,1,7,6,10,5,5,7,8,8,7,295,"Passivos"
"Gol",296,"Volkswagen",10,6,9,10,10,9,10,10,10,8,9,9,10,9,9,296,"Promotores"
"Gol",297,"Volkswagen",10,9,8,9,9,10,8,10,9,8,8,7,9,8,10,297,"Promotores"
"Gol",298,"Volkswagen",8,2,4,5,4,5,7,5,7,7,4,6,5,5,2,298,"Detratores"
"Gol",299,"Volkswagen",8,3,7,8,7,5,9,8,9,6,5,8,9,7,7,299,"Passivos"
"Gol",300,"Volkswagen",9,6,7,9,8,5,8,2,9,10,10,9,9,8,8,300,"Passivos"
"Gol",301,"Volkswagen",8,8,8,8,8,6,7,6,8,7,6,8,8,7,8,301,"Passivos"
"Gol",302,"Volkswagen",7,6,5,8,7,5,2,3,7,6,9,5,6,6,5,302,"Detratores"
"Gol",303,"Volkswagen",10,8,8,10,9,7,8,8,10,8,9,9,9,8,8,303,"Passivos"
"Gol",304,"Volkswagen",10,9,5,10,6,8,6,8,10,8,10,8,8,10,10,304,"Promotores"
"Gol",305,"Volkswagen",10,3,7,10,9,9,10,10,10,10,9,9,10,9,10,305,"Promotores"
"Gol",306,"Volkswagen",10,9,10,10,10,8,8,10,10,10,8,9,10,8,10,306,"Promotores"
"Gol",307,"Volkswagen",10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,307,"Promotores"
"Gol",308,"Volkswagen",8,5,8,7,7,7,9,8,10,8,6,8,8,8,9,308,"Promotores"
"Gol",309,"Volkswagen",8,8,8,9,8,9,1,0,8,5,2,0,3,4,0,309,"Detratores"
"Gol",310,"Volkswagen",10,7,10,8,6,3,8,10,10,10,10,5,7,6,9,310,"Promotores"
"Gol",311,"Volkswagen",10,9,9,10,9,8,10,10,10,10,10,9,10,10,9,311,"Promotores"
"Gol",312,"Volkswagen",8,3,7,8,3,4,5,7,9,7,5,7,8,8,7,312,"Passivos"
"Gol",313,"Volkswagen",7,5,6,8,8,6,4,4,9,9,7,3,8,7,5,313,"Detratores"
"Gol",314,"Volkswagen",10,10,9,9,10,10,10,10,10,10,8,9,10,10,10,314,"Promotores"
"Gol",315,"Volkswagen",10,10,7,8,8,8,6,0,7,7,7,8,8,2,0,315,"Detratores"
"Gol",316,"Volkswagen",10,6,7,7,7,5,7,7,7,5,5,4,8,5,0,316,"Detratores"
"Gol",317,"Volkswagen",6,6,6,6,5,2,2,2,6,5,3,3,5,4,0,317,"Detratores"
"Gol",318,"Volkswagen",9,8,7,5,5,3,1,1,3,2,3,0,5,0,0,318,"Detratores"
"Gol",319,"Volkswagen",9,8,8,8,7,7,8,6,8,7,7,9,8,9,9,319,"Promotores"
"Gol",320,"Volkswagen",8,9,7,9,9,7,7,0,7,10,10,10,7,7,0,320,"Detratores"
"Gol",321,"Volkswagen",9,5,5,8,4,4,3,0,9,8,5,5,7,5,0,321,"Detratores"
"Gol",322,"Volkswagen",9,9,10,9,9,2,8,6,7,8,7,8,5,4,8,322,"Passivos"
"Gol",323,"Volkswagen",10,6,6,2,3,1,5,1,6,3,0,3,7,8,2,323,"Detratores"
"Gol",324,"Volkswagen",10,9,10,10,10,7,10,10,10,9,9,9,10,10,10,324,"Promotores"
"Gol",325,"Volkswagen",10,9,9,9,8,8,9,9,10,9,9,9,9,10,10,325,"Promotores"
"Gol",326,"Volkswagen",8,7,7,7,7,7,3,3,7,0,0,5,5,0,0,326,"Detratores"
"Gol",327,"Volkswagen",10,7,8,10,8,6,9,9,7,7,7,8,5,8,8,327,"Passivos"
"Gol",328,"Volkswagen",8,3,5,5,4,4,4,1,4,3,0,3,3,2,0,328,"Detratores"
"Gol",329,"Volkswagen",9,9,7,7,7,7,4,1,4,10,7,7,7,2,0,329,"Detratores"
"Gol",330,"Volkswagen",8,5,8,7,6,5,3,5,6,0,0,4,8,4,1,330,"Detratores"
"Gol",331,"Volkswagen",10,5,4,7,3,5,9,0,2,7,5,5,8,3,0,331,"Detratores"
"Gol",332,"Volkswagen",10,4,4,8,5,5,5,4,5,5,5,4,9,5,1,332,"Detratores"
"Gol",333,"Volkswagen",10,9,6,10,8,8,8,5,5,5,5,5,8,7,5,333,"Detratores"
"Gol",334,"Volkswagen",10,5,2,2,2,2,2,0,10,2,2,7,7,3,2,334,"Detratores"
"Gol",335,"Volkswagen",0,0,4,0,3,2,3,1,3,3,3,2,1,0,0,335,"Detratores"
"Gol",336,"Volkswagen",9,7,7,7,8,6,8,9,9,8,7,8,8,10,8,336,"Passivos"
"Gol",337,"Volkswagen",9,9,9,9,9,8,9,9,10,10,9,10,10,9,9,337,"Promotores"
"Gol",338,"Volkswagen",10,5,8,9,10,9,10,10,10,8,10,10,10,10,10,338,"Promotores"
"Gol",339,"Volkswagen",8,3,5,7,5,2,8,8,5,5,7,8,7,7,5,339,"Detratores"
"Gol",340,"Volkswagen",10,3,7,7,6,6,5,0,0,10,7,0,9,10,6,340,"Detratores"
"Gol",341,"Volkswagen",10,7,7,7,5,3,9,7,7,7,3,8,8,7,7,341,"Passivos"
"Gol",342,"Volkswagen",9,8,9,0,9,10,10,10,9,9,10,9,9,10,10,342,"Promotores"
"Gol",343,"Volkswagen",10,9,10,9,8,9,10,10,10,8,8,9,10,10,10,343,"Promotores"
"Gol",344,"Volkswagen",7,2,7,7,5,5,5,1,1,1,1,7,7,0,0,344,"Detratores"
"Gol",345,"Volkswagen",9,6,8,6,7,6,8,7,6,5,7,9,9,7,7,345,"Passivos"
"Gol",346,"Volkswagen",8,0,2,2,2,5,2,8,8,8,0,9,6,6,0,346,"Detratores"
"Gol",347,"Volkswagen",10,8,9,8,8,7,8,8,10,8,8,8,8,7,7,347,"Passivos"
"Gol",348,"Volkswagen",9,1,7,7,8,7,7,7,7,7,1,0,0,1,0,348,"Detratores"
"Gol",349,"Volkswagen",10,7,8,6,7,6,8,10,10,9,8,5,8,10,10,349,"Promotores"
"Gol",350,"Volkswagen",8,4,4,6,4,4,4,0,4,5,3,5,5,0,0,350,"Detratores"
"Gol",351,"Volkswagen",9,0,6,7,4,5,7,2,2,1,2,4,5,0,0,351,"Detratores"
"Gol",352,"Volkswagen",10,9,8,9,9,9,8,9,10,9,8,9,10,10,10,352,"Promotores"
"Gol",353,"Volkswagen",10,3,5,3,2,2,3,3,7,8,5,5,9,5,5,353,"Detratores"
"Gol",354,"Volkswagen",10,10,8,10,10,8,9,10,10,10,10,10,10,10,10,354,"Promotores"
"Gol",355,"Volkswagen",7,7,7,5,5,3,3,0,5,5,5,7,6,6,0,355,"Detratores"
"Gol",356,"Volkswagen",1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,356,"Detratores"
"Gol",357,"Volkswagen",8,4,5,7,5,5,8,5,7,6,6,5,7,5,5,357,"Detratores"
"Gol",358,"Volkswagen",10,8,8,10,8,8,10,10,10,10,10,9,9,9,9,358,"Promotores"
"Gol",359,"Volkswagen",6,1,2,6,1,1,3,0,8,8,0,4,3,7,3,359,"Detratores"
"Gol",360,"Volkswagen",10,7,5,9,5,6,5,1,1,5,6,6,6,4,2,360,"Detratores"
"Gol",361,"Volkswagen",7,8,8,6,6,4,7,4,9,8,8,5,8,4,0,361,"Detratores"
"Gol",362,"Volkswagen",10,8,0,10,0,0,0,9,9,9,8,3,8,8,0,362,"Detratores"
"Gol",363,"Volkswagen",9,6,8,8,8,6,8,8,8,6,8,4,8,8,7,363,"Passivos"
"Gol",364,"Volkswagen",9,7,9,7,8,6,7,9,10,8,9,10,9,10,10,364,"Promotores"
"Gol",365,"Volkswagen",7,6,7,8,7,6,9,9,10,8,7,7,8,8,8,365,"Passivos"
"Gol",366,"Volkswagen",10,1,1,6,3,3,8,3,1,5,8,2,8,1,3,366,"Detratores"
"Gol",367,"Volkswagen",10,4,0,3,3,10,7,5,5,7,0,4,0,0,0,367,"Detratores"
"Gol",368,"Volkswagen",10,10,10,10,10,8,10,10,10,10,10,10,10,8,10,368,"Promotores"
"Gol",369,"Volkswagen",10,10,10,10,10,7,7,10,10,8,8,8,8,8,10,369,"Promotores"
"Gol",370,"Volkswagen",8,6,5,7,7,5,7,7,6,6,7,9,7,6,8,370,"Passivos"
"Gol",371,"Volkswagen",3,8,6,5,7,1,3,3,0,1,3,1,5,5,1,371,"Detratores"
"Gol",372,"Volkswagen",10,8,10,10,8,7,7,10,9,10,9,0,4,9,8,372,"Passivos"
"Gol",373,"Volkswagen",9,7,0,7,7,5,4,1,6,6,7,4,6,2,0,373,"Detratores"
"Gol",374,"Volkswagen",10,6,5,8,8,7,7,7,8,8,6,7,7,8,10,374,"Promotores"
"Gol",375,"Volkswagen",10,8,9,9,8,5,9,9,10,9,8,9,9,10,10,375,"Promotores"
"Gol",376,"Volkswagen",10,10,10,10,10,8,10,10,9,9,10,8,10,9,10,376,"Promotores"
"Gol",377,"Volkswagen",9,8,8,9,8,7,9,8,10,7,8,8,9,8,8,377,"Passivos"
"Gol",378,"Volkswagen",8,6,6,9,9,7,6,6,6,7,6,0,8,7,5,378,"Detratores"
"Gol",379,"Volkswagen",8,2,5,5,7,8,5,1,1,5,7,6,5,2,0,379,"Detratores"
"Gol",380,"Volkswagen",9,7,8,7,7,7,8,8,9,6,6,1,9,8,4,380,"Detratores"
"Gol",381,"Volkswagen",6,6,6,6,6,5,7,8,10,8,8,6,8,7,9,381,"Promotores"
"Gol",382,"Volkswagen",10,8,9,10,9,7,5,6,10,6,7,9,8,6,4,382,"Detratores"
"Gol",383,"Volkswagen",8,2,4,3,4,5,7,5,10,0,8,0,7,6,8,383,"Passivos"
"Gol",384,"Volkswagen",10,5,10,7,7,5,8,8,10,10,4,10,4,8,10,384,"Promotores"
"Gol",385,"Volkswagen",8,3,6,5,7,6,0,5,10,0,8,0,4,7,6,385,"Detratores"
"Gol",386,"Volkswagen",10,8,8,7,6,9,5,0,10,0,7,0,8,6,0,386,"Detratores"
"Gol",387,"Volkswagen",10,7,6,8,8,8,9,7,8,10,7,6,6,8,8,387,"Passivos"
"Gol",388,"Volkswagen",8,6,8,6,6,6,9,9,9,8,8,9,8,8,8,388,"Passivos"
"Gol",389,"Volkswagen",9,7,7,8,8,8,9,9,10,9,9,8,9,8,8,389,"Passivos"
"Gol",390,"Volkswagen",10,7,7,8,7,7,4,0,8,6,6,0,7,7,0,390,"Detratores"
"Gol",391,"Volkswagen",8,7,7,8,7,4,7,7,8,8,6,5,7,6,6,391,"Detratores"
"Gol",392,"Volkswagen",6,4,5,6,4,3,6,0,6,5,5,5,6,1,0,392,"Detratores"
"Gol",393,"Volkswagen",10,8,10,7,7,4,10,10,10,10,5,4,10,8,10,393,"Promotores"
"Gol",394,"Volkswagen",6,0,5,6,2,2,4,0,0,0,0,0,4,0,0,394,"Detratores"
"Gol",395,"Volkswagen",6,5,6,6,4,4,2,0,7,0,7,0,6,7,0,395,"Detratores"
"Gol",396,"Volkswagen",5,0,4,4,1,0,0,0,10,5,0,3,9,1,0,396,"Detratores"
"Gol",397,"Volkswagen",9,4,8,9,9,5,8,8,9,5,5,10,5,5,5,397,"Detratores"
"Gol",398,"Volkswagen",10,5,3,10,7,0,5,8,8,8,8,5,9,8,8,398,"Passivos"
"Gol",399,"Volkswagen",10,10,9,10,9,5,9,9,10,10,10,9,10,9,10,399,"Promotores"
"Gol",400,"Volkswagen",9,8,8,9,9,5,10,10,10,10,9,9,9,10,10,400,"Promotores"
"Gol",401,"Volkswagen",8,4,5,4,5,4,7,5,10,4,1,9,8,8,7,401,"Passivos"
"Gol",402,"Volkswagen",9,7,6,0,7,7,10,8,9,7,5,9,8,7,8,402,"Passivos"
"Gol",403,"Volkswagen",6,6,6,6,5,6,6,7,7,7,6,8,8,8,10,403,"Promotores"
"Gol",404,"Volkswagen",9,8,6,7,8,7,6,0,8,7,9,5,8,8,5,404,"Detratores"
"Gol",405,"Volkswagen",7,6,6,4,4,5,4,0,6,7,7,5,6,3,0,405,"Detratores"
"Gol",406,"Volkswagen",9,6,8,8,8,7,7,6,8,9,8,8,9,8,8,406,"Passivos"
"Gol",407,"Volkswagen",10,2,9,9,8,8,1,8,8,8,10,8,10,8,5,407,"Detratores"
"Gol",408,"Volkswagen",10,7,9,8,8,8,10,8,8,7,10,10,9,7,10,408,"Promotores"
"Gol",409,"Volkswagen",10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,409,"Promotores"
"Gol",410,"Volkswagen",9,9,10,8,7,6,8,0,10,6,8,8,9,7,7,410,"Passivos"
"Gol",411,"Volkswagen",10,9,7,4,7,4,7,8,7,6,5,3,4,5,5,411,"Detratores"
"Gol",412,"Volkswagen",10,10,10,10,10,10,5,10,10,10,6,0,10,8,8,412,"Passivos"
"Gol",413,"Volkswagen",8,1,0,7,4,4,2,0,10,6,2,4,7,2,0,413,"Detratores"
"Gol",414,"Volkswagen",3,2,2,0,1,0,2,0,5,0,4,0,4,2,0,414,"Detratores"
"Gol",415,"Volkswagen",10,7,7,6,6,5,0,0,3,5,7,0,7,0,0,415,"Detratores"
"Gol",416,"Volkswagen",9,10,10,10,10,7,9,9,10,10,9,8,9,9,9,416,"Promotores"
"Gol",417,"Volkswagen",6,6,7,5,2,2,0,0,5,0,4,0,7,0,0,417,"Detratores"
"Gol",418,"Volkswagen",10,1,8,5,9,5,5,3,10,10,0,0,7,7,1,418,"Detratores"
"Gol",419,"Volkswagen",10,10,10,8,9,8,10,10,10,9,10,10,10,10,10,419,"Promotores"
"Gol",420,"Volkswagen",10,9,8,9,8,4,10,10,10,10,10,9,10,10,10,420,"Promotores"
"Gol",421,"Volkswagen",10,6,5,8,7,2,0,0,10,2,5,1,6,4,0,421,"Detratores"
"Gol",422,"Volkswagen",9,1,4,1,4,6,7,8,9,7,7,6,7,7,2,422,"Detratores"
"Gol",423,"Volkswagen",8,2,5,6,2,4,7,9,9,7,3,2,8,6,0,423,"Detratores"
"Gol",424,"Volkswagen",9,7,9,5,7,2,3,5,7,8,8,9,7,6,6,424,"Detratores"
"Gol",425,"Volkswagen",9,7,8,5,5,4,7,0,4,3,3,2,4,5,0,425,"Detratores"
"Gol",426,"Volkswagen",9,0,8,7,5,5,8,3,5,5,1,1,4,5,1,426,"Detratores"
"Gol",427,"Volkswagen",9,5,8,8,8,5,8,8,8,7,7,8,9,7,8,427,"Passivos"
"Gol",428,"Volkswagen",8,3,8,10,10,9,3,7,8,6,7,5,7,8,0,428,"Detratores"
"Gol",429,"Volkswagen",8,7,5,5,5,5,5,5,7,7,3,6,6,4,0,429,"Detratores"
"Gol",430,"Volkswagen",10,7,10,10,8,8,10,9,10,10,8,9,9,10,10,430,"Promotores"
"Gol",431,"Volkswagen",1,3,3,7,0,3,4,0,0,1,5,7,1,5,0,431,"Detratores"
"Gol",432,"Volkswagen",9,5,8,8,7,3,1,4,8,0,4,0,7,0,0,432,"Detratores"
"Gol",433,"Volkswagen",8,8,6,8,7,8,9,9,9,9,9,9,9,9,9,433,"Promotores"
"Gol",434,"Volkswagen",10,0,7,4,8,7,7,3,8,10,5,6,8,8,0,434,"Detratores"
"Gol",435,"Volkswagen",9,8,8,8,8,8,7,6,7,6,2,6,7,2,0,435,"Detratores"
"Gol",436,"Volkswagen",8,6,4,6,5,5,1,1,0,0,3,4,4,1,0,436,"Detratores"
"Gol",437,"Volkswagen",10,10,10,10,8,10,8,8,8,7,8,8,10,10,10,437,"Promotores"
"Gol",438,"Volkswagen",8,2,2,5,6,5,7,2,2,2,2,2,7,1,0,438,"Detratores"
"Gol",439,"Volkswagen",8,7,8,8,8,5,9,8,8,8,8,8,8,4,4,439,"Detratores"
"Gol",440,"Volkswagen",7,4,2,5,7,7,2,0,1,0,2,0,1,0,0,440,"Detratores"
"Gol",441,"Volkswagen",8,8,4,5,5,2,2,2,7,2,3,2,6,3,0,441,"Detratores"
"Gol",442,"Volkswagen",9,4,8,8,9,4,7,9,10,7,2,7,6,7,7,442,"Passivos"
"Gol",443,"Volkswagen",10,6,7,8,8,7,6,7,7,6,6,6,7,8,9,443,"Promotores"
"Gol",444,"Volkswagen",9,5,6,5,5,4,6,3,7,7,6,0,7,5,3,444,"Detratores"
"Gol",445,"Volkswagen",9,4,0,7,7,2,8,9,9,9,9,5,8,6,8,445,"Passivos"
"Gol",446,"Volkswagen",9,4,8,8,8,5,9,9,10,9,9,8,9,8,9,446,"Promotores"
"Gol",447,"Volkswagen",7,0,8,6,8,8,4,3,9,3,0,5,7,4,0,447,"Detratores"
"Gol",448,"Volkswagen",10,5,5,2,6,0,0,0,3,1,3,0,9,2,0,448,"Detratores"
"Gol",449,"Volkswagen",9,7,7,7,8,8,6,5,9,8,8,7,7,7,5,449,"Detratores"
"Gol",450,"Volkswagen",10,7,8,8,9,9,9,3,8,9,8,7,8,8,5,450,"Detratores"
"Gol",451,"Volkswagen",10,6,6,7,6,2,1,0,8,8,2,0,7,1,0,451,"Detratores"
"Gol",452,"Volkswagen",9,3,6,4,1,5,8,8,8,7,5,7,3,8,2,452,"Detratores"
"Gol",453,"Volkswagen",9,2,3,4,6,1,5,3,2,5,3,3,3,2,0,453,"Detratores"
"Gol",454,"Volkswagen",10,10,9,10,10,8,8,10,10,9,10,10,9,8,10,454,"Promotores"
"Gol",455,"Volkswagen",10,7,8,9,8,6,6,10,10,10,7,9,9,9,10,455,"Promotores"
"Gol",456,"Volkswagen",8,8,8,8,8,6,9,9,10,10,9,8,8,7,8,456,"Passivos"
"Gol",457,"Volkswagen",6,6,6,6,6,3,7,7,6,6,6,8,6,7,6,457,"Detratores"
"Gol",458,"Volkswagen",10,8,8,10,9,9,5,8,8,9,8,0,7,9,8,458,"Passivos"
"Gol",459,"Volkswagen",8,6,7,5,6,7,2,4,8,5,6,1,9,3,4,459,"Detratores"
"Gol",460,"Volkswagen",9,5,5,6,6,6,10,10,10,9,8,9,8,9,10,460,"Promotores"
"Gol",461,"Volkswagen",9,7,7,8,7,6,2,2,8,6,2,4,6,3,2,461,"Detratores"
"Gol",462,"Volkswagen",10,9,9,9,9,8,8,8,10,9,8,8,9,9,9,462,"Promotores"
"Gol",463,"Volkswagen",6,7,6,5,7,5,2,6,6,1,1,1,2,2,2,463,"Detratores"
"Gol",464,"Volkswagen",10,7,8,7,7,6,7,7,10,8,6,9,9,8,7,464,"Passivos"
"Gol",465,"Volkswagen",10,1,5,4,2,0,4,2,5,5,5,2,7,3,4,465,"Detratores"
"Gol",466,"Volkswagen",9,4,4,6,5,7,6,4,7,6,4,3,6,6,3,466,"Detratores"
"Gol",467,"Volkswagen",8,0,7,5,7,4,7,2,9,5,0,0,4,6,0,467,"Detratores"
"Gol",468,"Volkswagen",8,0,3,5,4,5,2,0,6,0,4,0,6,1,0,468,"Detratores"
"Gol",469,"Volkswagen",8,2,0,4,7,3,7,1,7,5,4,5,5,5,2,469,"Detratores"
"Gol",470,"Volkswagen",10,1,2,2,8,8,10,10,6,10,10,8,10,8,0,470,"Detratores"
"Gol",471,"Volkswagen",8,3,5,8,7,3,1,5,7,5,5,5,5,3,5,471,"Detratores"
"Gol",472,"Volkswagen",8,7,8,8,8,7,4,2,6,6,6,6,6,5,5,472,"Detratores"
"Gol",473,"Volkswagen",9,8,7,8,9,9,7,9,9,9,8,10,0,8,10,473,"Promotores"
"Gol",474,"Volkswagen",10,8,10,7,8,8,9,9,10,9,9,9,9,9,10,474,"Promotores"
"Gol",475,"Volkswagen",10,9,9,10,8,8,10,10,10,10,9,10,10,9,10,475,"Promotores"
"Gol",476,"Volkswagen",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,476,"Detratores"
"Gol",477,"Volkswagen",8,7,5,4,6,2,2,4,5,5,4,7,3,6,2,477,"Detratores"
"Gol",478,"Volkswagen",10,9,9,9,9,5,7,0,5,5,5,7,6,0,0,478,"Detratores"
"Gol",479,"Volkswagen",9,7,8,6,6,8,6,4,2,5,4,6,6,5,3,479,"Detratores"
"Gol",480,"Volkswagen",10,8,9,9,8,5,7,9,9,9,8,7,9,8,8,480,"Passivos"
"Gol",481,"Volkswagen",10,3,8,3,3,2,10,7,10,8,5,4,6,6,7,481,"Passivos"
"Gol",482,"Volkswagen",9,6,8,8,8,2,7,7,7,7,7,5,6,6,6,482,"Detratores"
"Gol",483,"Volkswagen",8,2,5,5,3,2,5,0,0,0,0,0,0,0,0,483,"Detratores"
"Gol",484,"Volkswagen",10,8,10,10,9,4,8,10,10,10,10,5,9,9,9,484,"Promotores"
"Gol",485,"Volkswagen",10,9,10,5,8,5,5,5,6,0,9,7,5,5,5,485,"Detratores"
"Gol",486,"Volkswagen",9,5,2,6,5,7,6,7,3,3,5,2,7,1,0,486,"Detratores"
"Gol",487,"Volkswagen",4,0,4,7,0,2,3,0,2,2,0,4,5,0,0,487,"Detratores"
"Gol",488,"Volkswagen",8,7,7,8,8,8,9,9,9,9,8,8,9,8,8,488,"Passivos"
"Gol",489,"Volkswagen",7,3,7,9,5,7,10,4,10,10,0,7,5,7,0,489,"Detratores"
"Gol",490,"Volkswagen",10,7,7,7,8,0,0,7,9,9,9,5,9,6,8,490,"Passivos"
"Gol",491,"Volkswagen",10,7,7,7,7,5,8,9,8,7,7,7,7,6,8,491,"Passivos"
"Gol",492,"Volkswagen",10,9,9,9,8,3,5,0,10,3,8,5,9,5,5,492,"Detratores"
"Gol",493,"Volkswagen",10,2,7,4,7,8,5,2,8,10,7,0,8,3,0,493,"Detratores"
"Gol",494,"Volkswagen",10,6,8,6,6,6,4,4,5,0,2,1,4,4,4,494,"Detratores"
"Gol",495,"Volkswagen",8,3,6,4,7,5,6,3,6,8,7,8,8,4,1,495,"Detratores"
"Gol",496,"Volkswagen",10,8,6,8,7,7,6,8,10,6,8,8,10,5,8,496,"Passivos"
"Gol",497,"Volkswagen",8,5,8,8,6,4,6,5,8,8,6,8,8,6,5,497,"Detratores"
"Gol",498,"Volkswagen",8,2,6,5,7,5,5,2,5,7,3,0,5,3,0,498,"Detratores"
"Gol",499,"Volkswagen",10,8,8,8,8,6,2,4,9,7,5,0,8,4,2,499,"Detratores"
"Gol",500,"Volkswagen",8,2,3,3,3,0,2,0,2,0,2,0,3,1,0,500,"Detratores"
"Gol",501,"Volkswagen",7,5,7,5,5,7,7,0,0,0,0,9,7,3,0,501,"Detratores"
"Gol",502,"Volkswagen",10,7,9,9,9,9,7,10,10,10,9,8,8,10,9,502,"Promotores"
"Gol",503,"Volkswagen",10,3,2,1,2,3,4,3,2,2,2,2,4,3,0,503,"Detratores"
"Gol",504,"Volkswagen",10,7,7,7,7,8,7,9,10,9,9,9,9,8,10,504,"Promotores"
"Gol",505,"Volkswagen",10,9,8,8,9,8,6,8,7,7,8,7,7,6,9,505,"Promotores"
"Gol",506,"Volkswagen",9,6,7,6,6,6,4,0,7,7,6,1,7,1,0,506,"Detratores"
"Gol",507,"Volkswagen",9,5,8,8,7,7,6,4,5,8,2,7,8,6,1,507,"Detratores"
"Gol",508,"Volkswagen",10,6,7,8,7,6,8,7,7,7,7,7,6,6,5,508,"Detratores"
"Gol",509,"Volkswagen",10,10,8,10,10,10,10,10,10,10,10,10,10,8,10,509,"Promotores"
"Gol",510,"Volkswagen",8,4,7,8,8,8,9,3,7,9,8,5,5,8,6,510,"Detratores"
"Gol",511,"Volkswagen",9,7,8,7,7,8,7,7,9,8,7,7,8,7,6,511,"Detratores"
"Gol",512,"Volkswagen",9,4,5,4,4,4,4,5,6,7,6,2,5,0,1,512,"Detratores"
