"carro","dono","marca","Estilo","Acabamento","Posição de dirigir","Instrumentos","Interior","Porta-malas","Desempenho","Motor","Câmbio","Freios","Suspensão","Consumo","Estabilidade","Custo-Benefício ","Recomendação"
"Gol",307,"Volkswagen",10,9,10,10,10,10,10,10,10,10,10,10,10,10,10
"Gol",308,"Volkswagen",8,5,8,7,7,7,9,8,10,8,6,8,8,8,9
"Gol",309,"Volkswagen",8,8,8,9,8,9,1,0,8,5,2,0,3,4,0
"Gol",310,"Volkswagen",10,7,10,8,6,3,8,10,10,10,10,5,7,6,9
"Gol",311,"Volkswagen",10,9,9,10,9,8,10,10,10,10,10,9,10,10,9
"Gol",312,"Volkswagen",8,3,7,8,3,4,5,7,9,7,5,7,8,8,7
"Gol",313,"Volkswagen",7,5,6,8,8,6,4,4,9,9,7,3,8,7,5
"Gol",314,"Volkswagen",10,10,9,9,10,10,10,10,10,10,8,9,10,10,10
"Gol",315,"Volkswagen",10,10,7,8,8,8,6,0,7,7,7,8,8,2,0
"Gol",316,"Volkswagen",10,6,7,7,7,5,7,7,7,5,5,4,8,5,0
"Gol",317,"Volkswagen",6,6,6,6,5,2,2,2,6,5,3,3,5,4,0
"Gol",318,"Volkswagen",9,8,7,5,5,3,1,1,3,2,3,0,5,0,0
"Gol",319,"Volkswagen",9,8,8,8,7,7,8,6,8,7,7,9,8,9,9
"Gol",320,"Volkswagen",8,9,7,9,9,7,7,0,7,10,10,10,7,7,0
"Gol",321,"Volkswagen",9,5,5,8,4,4,3,0,9,8,5,5,7,5,0
"Gol",322,"Volkswagen",9,9,10,9,9,2,8,6,7,8,7,8,5,4,8
"Gol",323,"Volkswagen",10,6,6,2,3,1,5,1,6,3,0,3,7,8,2
"Gol",324,"Volkswagen",10,9,10,10,10,7,10,10,10,9,9,9,10,10,10
"Gol",325,"Volkswagen",10,9,9,9,8,8,9,9,10,9,9,9,9,10,10
"Gol",326,"Volkswagen",8,7,7,7,7,7,3,3,7,0,0,5,5,0,0
"Gol",327,"Volkswagen",10,7,8,10,8,6,9,9,7,7,7,8,5,8,8
"Gol",328,"Volkswagen",8,3,5,5,4,4,4,1,4,3,0,3,3,2,0
"Gol",329,"Volkswagen",9,9,7,7,7,7,4,1,4,10,7,7,7,2,0
"Gol",330,"Volkswagen",8,5,8,7,6,5,3,5,6,0,0,4,8,4,1
"Gol",331,"Volkswagen",10,5,4,7,3,5,9,0,2,7,5,5,8,3,0
"Gol",332,"Volkswagen",10,4,4,8,5,5,5,4,5,5,5,4,9,5,1
"Gol",333,"Volkswagen",10,9,6,10,8,8,8,5,5,5,5,5,8,7,5
"Gol",334,"Volkswagen",10,5,2,2,2,2,2,0,10,2,2,7,7,3,2
"Gol",335,"Volkswagen",0,0,4,0,3,2,3,1,3,3,3,2,1,0,0
"Gol",336,"Volkswagen",9,7,7,7,8,6,8,9,9,8,7,8,8,10,8
"Gol",337,"Volkswagen",9,9,9,9,9,8,9,9,10,10,9,10,10,9,9
"Gol",338,"Volkswagen",10,5,8,9,10,9,10,10,10,8,10,10,10,10,10
"Gol",339,"Volkswagen",8,3,5,7,5,2,8,8,5,5,7,8,7,7,5
"Gol",340,"Volkswagen",10,3,7,7,6,6,5,0,0,10,7,0,9,10,6
"Gol",341,"Volkswagen",10,7,7,7,5,3,9,7,7,7,3,8,8,7,7
"Gol",342,"Volkswagen",9,8,9,0,9,10,10,10,9,9,10,9,9,10,10
"Gol",343,"Volkswagen",10,9,10,9,8,9,10,10,10,8,8,9,10,10,10
"Gol",344,"Volkswagen",7,2,7,7,5,5,5,1,1,1,1,7,7,0,0
"Gol",345,"Volkswagen",9,6,8,6,7,6,8,7,6,5,7,9,9,7,7
"Gol",346,"Volkswagen",8,0,2,2,2,5,2,8,8,8,0,9,6,6,0
"Gol",347,"Volkswagen",10,8,9,8,8,7,8,8,10,8,8,8,8,7,7
"Gol",348,"Volkswagen",9,1,7,7,8,7,7,7,7,7,1,0,0,1,0
"Gol",349,"Volkswagen",10,7,8,6,7,6,8,10,10,9,8,5,8,10,10
"Gol",350,"Volkswagen",8,4,4,6,4,4,4,0,4,5,3,5,5,0,0
"Gol",351,"Volkswagen",9,0,6,7,4,5,7,2,2,1,2,4,5,0,0
"Gol",352,"Volkswagen",10,9,8,9,9,9,8,9,10,9,8,9,10,10,10
"Gol",353,"Volkswagen",10,3,5,3,2,2,3,3,7,8,5,5,9,5,5
"Gol",354,"Volkswagen",10,10,8,10,10,8,9,10,10,10,10,10,10,10,10
"Gol",355,"Volkswagen",7,7,7,5,5,3,3,0,5,5,5,7,6,6,0
"Gol",356,"Volkswagen",1,1,1,1,2,2,2,2,2,2,2,1,0,0,0
"Gol",357,"Volkswagen",8,4,5,7,5,5,8,5,7,6,6,5,7,5,5
"Gol",358,"Volkswagen",10,8,8,10,8,8,10,10,10,10,10,9,9,9,9
"Gol",359,"Volkswagen",6,1,2,6,1,1,3,0,8,8,0,4,3,7,3
"Gol",360,"Volkswagen",10,7,5,9,5,6,5,1,1,5,6,6,6,4,2
"Gol",361,"Volkswagen",7,8,8,6,6,4,7,4,9,8,8,5,8,4,0
"Gol",362,"Volkswagen",10,8,0,10,0,0,0,9,9,9,8,3,8,8,0
"Gol",363,"Volkswagen",9,6,8,8,8,6,8,8,8,6,8,4,8,8,7
"Gol",364,"Volkswagen",9,7,9,7,8,6,7,9,10,8,9,10,9,10,10
"Gol",365,"Volkswagen",7,6,7,8,7,6,9,9,10,8,7,7,8,8,8
"Gol",366,"Volkswagen",10,1,1,6,3,3,8,3,1,5,8,2,8,1,3
"Gol",367,"Volkswagen",10,4,0,3,3,10,7,5,5,7,0,4,0,0,0
"Gol",368,"Volkswagen",10,10,10,10,10,8,10,10,10,10,10,10,10,8,10
"Gol",369,"Volkswagen",10,10,10,10,10,7,7,10,10,8,8,8,8,8,10
"Gol",370,"Volkswagen",8,6,5,7,7,5,7,7,6,6,7,9,7,6,8
"Gol",371,"Volkswagen",3,8,6,5,7,1,3,3,0,1,3,1,5,5,1
"Gol",372,"Volkswagen",10,8,10,10,8,7,7,10,9,10,9,0,4,9,8
"Gol",373,"Volkswagen",9,7,0,7,7,5,4,1,6,6,7,4,6,2,0
"Gol",374,"Volkswagen",10,6,5,8,8,7,7,7,8,8,6,7,7,8,10
"Gol",375,"Volkswagen",10,8,9,9,8,5,9,9,10,9,8,9,9,10,10
"Gol",376,"Volkswagen",10,10,10,10,10,8,10,10,9,9,10,8,10,9,10
"Gol",377,"Volkswagen",9,8,8,9,8,7,9,8,10,7,8,8,9,8,8
"Gol",378,"Volkswagen",8,6,6,9,9,7,6,6,6,7,6,0,8,7,5
"Gol",379,"Volkswagen",8,2,5,5,7,8,5,1,1,5,7,6,5,2,0
"Gol",380,"Volkswagen",9,7,8,7,7,7,8,8,9,6,6,1,9,8,4
"Gol",381,"Volkswagen",6,6,6,6,6,5,7,8,10,8,8,6,8,7,9
"Gol",382,"Volkswagen",10,8,9,10,9,7,5,6,10,6,7,9,8,6,4
"Gol",383,"Volkswagen",8,2,4,3,4,5,7,5,10,0,8,0,7,6,8
"Gol",384,"Volkswagen",10,5,10,7,7,5,8,8,10,10,4,10,4,8,10
"Gol",385,"Volkswagen",8,3,6,5,7,6,0,5,10,0,8,0,4,7,6
"Gol",386,"Volkswagen",10,8,8,7,6,9,5,0,10,0,7,0,8,6,0
"Gol",387,"Volkswagen",10,7,6,8,8,8,9,7,8,10,7,6,6,8,8
"Gol",388,"Volkswagen",8,6,8,6,6,6,9,9,9,8,8,9,8,8,8
"Gol",389,"Volkswagen",9,7,7,8,8,8,9,9,10,9,9,8,9,8,8
"Gol",390,"Volkswagen",10,7,7,8,7,7,4,0,8,6,6,0,7,7,0
"Gol",391,"Volkswagen",8,7,7,8,7,4,7,7,8,8,6,5,7,6,6
"Gol",392,"Volkswagen",6,4,5,6,4,3,6,0,6,5,5,5,6,1,0
"Gol",393,"Volkswagen",10,8,10,7,7,4,10,10,10,10,5,4,10,8,10
"Gol",394,"Volkswagen",6,0,5,6,2,2,4,0,0,0,0,0,4,0,0
"Gol",395,"Volkswagen",6,5,6,6,4,4,2,0,7,0,7,0,6,7,0
"Gol",396,"Volkswagen",5,0,4,4,1,0,0,0,10,5,0,3,9,1,0
"Gol",397,"Volkswagen",9,4,8,9,9,5,8,8,9,5,5,10,5,5,5
"Gol",398,"Volkswagen",10,5,3,10,7,0,5,8,8,8,8,5,9,8,8
"Gol",399,"Volkswagen",10,10,9,10,9,5,9,9,10,10,10,9,10,9,10
"Gol",400,"Volkswagen",9,8,8,9,9,5,10,10,10,10,9,9,9,10,10
"Gol",401,"Volkswagen",8,4,5,4,5,4,7,5,10,4,1,9,8,8,7
"Gol",402,"Volkswagen",9,7,6,0,7,7,10,8,9,7,5,9,8,7,8
"Gol",403,"Volkswagen",6,6,6,6,5,6,6,7,7,7,6,8,8,8,10
"Gol",404,"Volkswagen",9,8,6,7,8,7,6,0,8,7,9,5,8,8,5
"Gol",405,"Volkswagen",7,6,6,4,4,5,4,0,6,7,7,5,6,3,0
"Gol",406,"Volkswagen",9,6,8,8,8,7,7,6,8,9,8,8,9,8,8
"Gol",407,"Volkswagen",10,2,9,9,8,8,1,8,8,8,10,8,10,8,5
"Gol",408,"Volkswagen",10,7,9,8,8,8,10,8,8,7,10,10,9,7,10
"Gol",409,"Volkswagen",10,10,10,10,10,10,10,10,10,9,10,10,10,10,10
"Gol",410,"Volkswagen",9,9,10,8,7,6,8,0,10,6,8,8,9,7,7
"Gol",411,"Volkswagen",10,9,7,4,7,4,7,8,7,6,5,3,4,5,5
"Gol",412,"Volkswagen",10,10,10,10,10,10,5,10,10,10,6,0,10,8,8
"Gol",413,"Volkswagen",8,1,0,7,4,4,2,0,10,6,2,4,7,2,0
"Gol",414,"Volkswagen",3,2,2,0,1,0,2,0,5,0,4,0,4,2,0
"Gol",415,"Volkswagen",10,7,7,6,6,5,0,0,3,5,7,0,7,0,0
"Gol",416,"Volkswagen",9,10,10,10,10,7,9,9,10,10,9,8,9,9,9
"Gol",417,"Volkswagen",6,6,7,5,2,2,0,0,5,0,4,0,7,0,0
"Gol",418,"Volkswagen",10,1,8,5,9,5,5,3,10,10,0,0,7,7,1
"Gol",419,"Volkswagen",10,10,10,8,9,8,10,10,10,9,10,10,10,10,10
"Gol",420,"Volkswagen",10,9,8,9,8,4,10,10,10,10,10,9,10,10,10
"Gol",421,"Volkswagen",10,6,5,8,7,2,0,0,10,2,5,1,6,4,0
"Gol",422,"Volkswagen",9,1,4,1,4,6,7,8,9,7,7,6,7,7,2
"Gol",423,"Volkswagen",8,2,5,6,2,4,7,9,9,7,3,2,8,6,0
"Gol",424,"Volkswagen",9,7,9,5,7,2,3,5,7,8,8,9,7,6,6
"Gol",425,"Volkswagen",9,7,8,5,5,4,7,0,4,3,3,2,4,5,0
"Gol",426,"Volkswagen",9,0,8,7,5,5,8,3,5,5,1,1,4,5,1
"Gol",427,"Volkswagen",9,5,8,8,8,5,8,8,8,7,7,8,9,7,8
"Gol",428,"Volkswagen",8,3,8,10,10,9,3,7,8,6,7,5,7,8,0
"Gol",429,"Volkswagen",8,7,5,5,5,5,5,5,7,7,3,6,6,4,0
"Gol",430,"Volkswagen",10,7,10,10,8,8,10,9,10,10,8,9,9,10,10
"Gol",431,"Volkswagen",1,3,3,7,0,3,4,0,0,1,5,7,1,5,0
"Gol",432,"Volkswagen",9,5,8,8,7,3,1,4,8,0,4,0,7,0,0
"Gol",433,"Volkswagen",8,8,6,8,7,8,9,9,9,9,9,9,9,9,9
"Gol",434,"Volkswagen",10,0,7,4,8,7,7,3,8,10,5,6,8,8,0
"Gol",435,"Volkswagen",9,8,8,8,8,8,7,6,7,6,2,6,7,2,0
"Gol",436,"Volkswagen",8,6,4,6,5,5,1,1,0,0,3,4,4,1,0
"Gol",437,"Volkswagen",10,10,10,10,8,10,8,8,8,7,8,8,10,10,10
"Gol",438,"Volkswagen",8,2,2,5,6,5,7,2,2,2,2,2,7,1,0
"Gol",439,"Volkswagen",8,7,8,8,8,5,9,8,8,8,8,8,8,4,4
"Gol",440,"Volkswagen",7,4,2,5,7,7,2,0,1,0,2,0,1,0,0
"Gol",441,"Volkswagen",8,8,4,5,5,2,2,2,7,2,3,2,6,3,0
"Gol",442,"Volkswagen",9,4,8,8,9,4,7,9,10,7,2,7,6,7,7
"Gol",443,"Volkswagen",10,6,7,8,8,7,6,7,7,6,6,6,7,8,9
"Gol",444,"Volkswagen",9,5,6,5,5,4,6,3,7,7,6,0,7,5,3
"Gol",445,"Volkswagen",9,4,0,7,7,2,8,9,9,9,9,5,8,6,8
"Gol",446,"Volkswagen",9,4,8,8,8,5,9,9,10,9,9,8,9,8,9
"Gol",447,"Volkswagen",7,0,8,6,8,8,4,3,9,3,0,5,7,4,0
"Gol",448,"Volkswagen",10,5,5,2,6,0,0,0,3,1,3,0,9,2,0
"Gol",449,"Volkswagen",9,7,7,7,8,8,6,5,9,8,8,7,7,7,5
"Gol",450,"Volkswagen",10,7,8,8,9,9,9,3,8,9,8,7,8,8,5
"Gol",451,"Volkswagen",10,6,6,7,6,2,1,0,8,8,2,0,7,1,0
"Gol",452,"Volkswagen",9,3,6,4,1,5,8,8,8,7,5,7,3,8,2
"Gol",453,"Volkswagen",9,2,3,4,6,1,5,3,2,5,3,3,3,2,0
"Gol",454,"Volkswagen",10,10,9,10,10,8,8,10,10,9,10,10,9,8,10
"Gol",455,"Volkswagen",10,7,8,9,8,6,6,10,10,10,7,9,9,9,10
"Gol",456,"Volkswagen",8,8,8,8,8,6,9,9,10,10,9,8,8,7,8
"Gol",457,"Volkswagen",6,6,6,6,6,3,7,7,6,6,6,8,6,7,6
"Gol",458,"Volkswagen",10,8,8,10,9,9,5,8,8,9,8,0,7,9,8
"Gol",459,"Volkswagen",8,6,7,5,6,7,2,4,8,5,6,1,9,3,4
"Gol",460,"Volkswagen",9,5,5,6,6,6,10,10,10,9,8,9,8,9,10
"Gol",461,"Volkswagen",9,7,7,8,7,6,2,2,8,6,2,4,6,3,2
"Gol",462,"Volkswagen",10,9,9,9,9,8,8,8,10,9,8,8,9,9,9
"Gol",463,"Volkswagen",6,7,6,5,7,5,2,6,6,1,1,1,2,2,2
"Gol",464,"Volkswagen",10,7,8,7,7,6,7,7,10,8,6,9,9,8,7
"Gol",465,"Volkswagen",10,1,5,4,2,0,4,2,5,5,5,2,7,3,4
"Gol",466,"Volkswagen",9,4,4,6,5,7,6,4,7,6,4,3,6,6,3
"Gol",467,"Volkswagen",8,0,7,5,7,4,7,2,9,5,0,0,4,6,0
"Gol",468,"Volkswagen",8,0,3,5,4,5,2,0,6,0,4,0,6,1,0
"Gol",469,"Volkswagen",8,2,0,4,7,3,7,1,7,5,4,5,5,5,2
"Gol",470,"Volkswagen",10,1,2,2,8,8,10,10,6,10,10,8,10,8,0
"Gol",471,"Volkswagen",8,3,5,8,7,3,1,5,7,5,5,5,5,3,5
"Gol",472,"Volkswagen",8,7,8,8,8,7,4,2,6,6,6,6,6,5,5
"Gol",473,"Volkswagen",9,8,7,8,9,9,7,9,9,9,8,10,0,8,10
"Gol",474,"Volkswagen",10,8,10,7,8,8,9,9,10,9,9,9,9,9,10
"Gol",475,"Volkswagen",10,9,9,10,8,8,10,10,10,10,9,10,10,9,10
"Gol",476,"Volkswagen",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Gol",477,"Volkswagen",8,7,5,4,6,2,2,4,5,5,4,7,3,6,2
"Gol",478,"Volkswagen",10,9,9,9,9,5,7,0,5,5,5,7,6,0,0
"Gol",479,"Volkswagen",9,7,8,6,6,8,6,4,2,5,4,6,6,5,3
"Gol",480,"Volkswagen",10,8,9,9,8,5,7,9,9,9,8,7,9,8,8
"Gol",481,"Volkswagen",10,3,8,3,3,2,10,7,10,8,5,4,6,6,7
"Gol",482,"Volkswagen",9,6,8,8,8,2,7,7,7,7,7,5,6,6,6
"Gol",483,"Volkswagen",8,2,5,5,3,2,5,0,0,0,0,0,0,0,0
"Gol",484,"Volkswagen",10,8,10,10,9,4,8,10,10,10,10,5,9,9,9
"Gol",485,"Volkswagen",10,9,10,5,8,5,5,5,6,0,9,7,5,5,5
"Gol",486,"Volkswagen",9,5,2,6,5,7,6,7,3,3,5,2,7,1,0
"Gol",487,"Volkswagen",4,0,4,7,0,2,3,0,2,2,0,4,5,0,0
"Gol",488,"Volkswagen",8,7,7,8,8,8,9,9,9,9,8,8,9,8,8
"Gol",489,"Volkswagen",7,3,7,9,5,7,10,4,10,10,0,7,5,7,0
"Gol",490,"Volkswagen",10,7,7,7,8,0,0,7,9,9,9,5,9,6,8
"Gol",491,"Volkswagen",10,7,7,7,7,5,8,9,8,7,7,7,7,6,8
"Gol",492,"Volkswagen",10,9,9,9,8,3,5,0,10,3,8,5,9,5,5
"Gol",493,"Volkswagen",10,2,7,4,7,8,5,2,8,10,7,0,8,3,0
"Gol",494,"Volkswagen",10,6,8,6,6,6,4,4,5,0,2,1,4,4,4
"Gol",495,"Volkswagen",8,3,6,4,7,5,6,3,6,8,7,8,8,4,1
"Gol",496,"Volkswagen",10,8,6,8,7,7,6,8,10,6,8,8,10,5,8
"Gol",497,"Volkswagen",8,5,8,8,6,4,6,5,8,8,6,8,8,6,5
"Gol",498,"Volkswagen",8,2,6,5,7,5,5,2,5,7,3,0,5,3,0
"Gol",499,"Volkswagen",10,8,8,8,8,6,2,4,9,7,5,0,8,4,2
"Gol",500,"Volkswagen",8,2,3,3,3,0,2,0,2,0,2,0,3,1,0
"Gol",501,"Volkswagen",7,5,7,5,5,7,7,0,0,0,0,9,7,3,0
"Gol",502,"Volkswagen",10,7,9,9,9,9,7,10,10,10,9,8,8,10,9
"Gol",503,"Volkswagen",10,3,2,1,2,3,4,3,2,2,2,2,4,3,0
"Gol",504,"Volkswagen",10,7,7,7,7,8,7,9,10,9,9,9,9,8,10
"Gol",505,"Volkswagen",10,9,8,8,9,8,6,8,7,7,8,7,7,6,9
"Gol",506,"Volkswagen",9,6,7,6,6,6,4,0,7,7,6,1,7,1,0
"Gol",507,"Volkswagen",9,5,8,8,7,7,6,4,5,8,2,7,8,6,1
"Gol",508,"Volkswagen",10,6,7,8,7,6,8,7,7,7,7,7,6,6,5
"Gol",509,"Volkswagen",10,10,8,10,10,10,10,10,10,10,10,10,10,8,10
"Gol",510,"Volkswagen",8,4,7,8,8,8,9,3,7,9,8,5,5,8,6
"Gol",511,"Volkswagen",9,7,8,7,7,8,7,7,9,8,7,7,8,7,6
"Gol",512,"Volkswagen",9,4,5,4,4,4,4,5,6,7,6,2,5,0,1
"Gol",513,"Volkswagen",10,8,8,10,10,10,10,8,9,9,9,8,10,10,10
"Gol",514,"Volkswagen",10,10,10,10,10,10,10,10,10,9,10,10,10,10,10
"Gol",515,"Volkswagen",9,9,7,5,8,5,2,2,8,8,6,2,8,5,2
"Gol",516,"Volkswagen",9,9,8,9,8,7,7,7,9,9,9,6,8,7,8
"Gol",517,"Volkswagen",10,10,10,10,10,8,10,10,10,10,10,9,10,10,10
"Gol",518,"Volkswagen",10,8,6,9,10,8,9,9,10,7,5,5,10,10,10
"Gol",519,"Volkswagen",8,6,6,7,7,5,4,0,4,8,6,5,8,8,0
"Gol",520,"Volkswagen",9,6,5,8,8,8,8,9,10,8,8,8,9,8,8
"Gol",521,"Volkswagen",8,7,0,8,8,6,6,8,8,0,0,7,7,5,0
"Gol",522,"Volkswagen",10,8,6,10,8,8,7,7,10,10,8,6,8,6,7
"Gol",523,"Volkswagen",9,9,10,9,9,10,10,10,10,8,10,10,10,9,10
"Gol",524,"Volkswagen",9,9,9,9,10,9,9,9,10,8,5,7,9,7,8
"Gol",525,"Volkswagen",8,8,6,7,8,6,5,6,6,3,3,1,10,5,8
"Gol",526,"Volkswagen",10,8,9,10,9,5,8,9,10,10,8,5,8,8,6
"Gol",527,"Volkswagen",10,2,4,3,2,2,2,2,4,6,4,0,5,2,1
"Gol",528,"Volkswagen",10,10,9,10,10,10,10,10,9,9,9,9,10,10,10
"Gol",529,"Volkswagen",8,9,9,9,9,9,10,10,10,10,8,10,10,7,8
"Gol",530,"Volkswagen",10,9,10,0,10,8,10,10,10,10,8,0,9,9,10
"Gol",531,"Volkswagen",7,4,4,3,4,2,1,4,8,7,1,4,4,0,0
"Gol",532,"Volkswagen",8,8,7,5,6,7,5,4,4,8,6,3,7,9,6
"Gol",533,"Volkswagen",10,2,2,5,9,9,8,3,3,0,2,4,9,5,0
"Gol",534,"Volkswagen",8,3,3,8,5,6,5,5,7,7,3,0,8,3,2
"Gol",535,"Volkswagen",9,3,3,1,2,2,0,0,4,3,5,3,4,0,0
"Gol",536,"Volkswagen",10,9,9,9,8,7,9,10,10,10,10,6,9,8,9
"Gol",537,"Volkswagen",7,5,7,7,7,6,8,8,0,7,8,6,8,7,7
"Gol",538,"Volkswagen",8,8,8,9,10,8,10,10,10,10,10,7,10,8,10
"Gol",539,"Volkswagen",10,9,9,6,8,8,9,8,10,10,10,6,9,7,10
"Gol",540,"Volkswagen",9,8,10,9,8,6,9,9,9,8,8,10,10,8,9
"Gol",541,"Volkswagen",10,8,8,8,8,5,6,9,10,8,9,9,8,6,10
"Gol",542,"Volkswagen",10,10,9,10,10,9,10,10,10,10,10,10,10,10,10
"Gol",543,"Volkswagen",10,8,8,9,6,5,5,6,8,7,8,5,9,10,10
"Gol",544,"Volkswagen",10,10,10,7,10,10,10,10,10,10,10,9,10,8,10
"Gol",545,"Volkswagen",10,8,9,10,9,7,10,10,7,9,8,6,9,9,10
"Gol",546,"Volkswagen",9,7,9,9,9,5,6,8,8,9,7,1,10,7,8
"Gol",547,"Volkswagen",8,7,6,7,6,6,8,5,4,6,6,6,6,7,3
"Gol",548,"Volkswagen",10,0,5,7,7,3,3,0,7,6,0,0,7,3,0
"Gol",549,"Volkswagen",10,8,9,9,9,7,9,0,10,9,8,8,9,9,9
"Gol",550,"Volkswagen",10,8,5,7,6,6,6,9,8,8,8,7,9,7,7
"Gol",551,"Volkswagen",10,8,5,7,7,3,7,10,9,8,9,5,9,8,8
"Gol",552,"Volkswagen",10,7,7,8,8,9,10,9,8,9,8,3,7,9,8
"Gol",553,"Volkswagen",10,9,10,10,10,10,10,10,10,10,10,6,10,10,10
"Gol",554,"Volkswagen",10,8,8,10,9,8,9,9,10,10,10,9,10,8,10
"Gol",555,"Volkswagen",10,5,5,5,7,0,0,0,6,6,0,5,2,3,1
"Gol",556,"Volkswagen",10,8,7,10,8,8,10,10,10,8,8,5,5,9,10
"Gol",557,"Volkswagen",10,7,8,10,8,8,9,4,8,8,8,8,10,8,7
"Gol",558,"Volkswagen",9,2,6,4,8,4,4,1,6,3,4,6,7,6,1
"Gol",559,"Volkswagen",8,4,5,4,4,4,4,4,7,7,5,4,7,5,3
"Gol",560,"Volkswagen",10,8,8,8,8,9,6,0,9,6,6,4,8,5,0
"Gol",561,"Volkswagen",9,6,6,5,9,6,6,3,5,9,9,10,5,7,1
"Gol",562,"Volkswagen",10,0,2,7,10,1,0,0,0,0,0,0,2,0,0
"Gol",563,"Volkswagen",10,9,7,10,9,2,9,8,9,10,8,8,9,9,10
"Gol",564,"Volkswagen",9,7,7,6,6,6,5,3,6,4,4,0,8,4,0
"Gol",565,"Volkswagen",10,9,9,10,10,10,9,8,8,8,10,10,10,8,10
"Gol",566,"Volkswagen",9,5,7,6,6,6,5,3,5,5,4,0,3,4,2
"Gol",567,"Volkswagen",9,7,7,7,7,5,7,3,7,7,7,7,7,7,7
"Gol",568,"Volkswagen",9,3,1,2,2,1,3,2,2,3,4,5,5,3,1
"Gol",569,"Volkswagen",5,2,5,6,5,2,6,6,7,7,6,7,7,5,0
"Gol",570,"Volkswagen",8,5,8,6,5,5,8,5,7,7,6,5,7,4,0
"Gol",571,"Volkswagen",9,6,8,8,9,7,7,6,8,6,6,6,8,6,0
"Gol",572,"Volkswagen",9,10,10,10,9,7,10,10,10,9,10,10,10,10,10
"Gol",573,"Volkswagen",9,6,6,6,6,6,4,0,6,0,0,6,6,4,0
"Gol",574,"Volkswagen",9,8,9,10,9,9,9,10,10,10,8,6,9,9,8
"Gol",575,"Volkswagen",10,9,9,9,10,8,8,9,10,9,7,9,9,9,9
"Gol",576,"Volkswagen",10,7,7,8,7,6,7,4,4,4,3,5,6,4,2
"Gol",577,"Volkswagen",10,9,10,8,8,7,8,9,9,7,8,7,8,7,9
"Gol",578,"Volkswagen",8,9,9,7,10,8,8,8,10,7,8,6,9,10,10
"Gol",579,"Volkswagen",10,9,9,10,9,7,10,10,9,10,9,7,10,10,10
"Gol",580,"Volkswagen",10,10,10,10,9,8,10,1,1,5,9,8,10,5,2
"Gol",581,"Volkswagen",10,9,10,9,9,8,8,8,9,8,8,5,7,9,9
"Gol",582,"Volkswagen",10,8,9,9,9,8,10,9,10,9,9,7,10,9,9
"Gol",583,"Volkswagen",10,8,9,8,8,10,8,9,5,10,8,10,10,6,9
"Gol",584,"Volkswagen",9,7,8,9,6,6,0,0,5,7,8,0,8,3,0
"Gol",585,"Volkswagen",9,8,8,9,9,9,9,6,9,5,8,0,8,5,5
"Gol",586,"Volkswagen",10,9,9,10,9,9,9,10,10,9,10,9,9,9,10
"Gol",587,"Volkswagen",10,9,10,10,9,4,7,9,10,10,9,10,10,10,10
"Gol",588,"Volkswagen",8,6,7,7,7,6,5,7,5,4,0,9,10,8,9
"Gol",589,"Volkswagen",9,8,9,8,8,3,0,0,1,1,9,0,2,3,0
"Gol",590,"Volkswagen",9,7,9,7,6,6,7,6,10,7,8,9,9,10,9
"Gol",591,"Volkswagen",8,0,2,0,2,0,0,0,2,0,0,0,2,0,0
"Gol",592,"Volkswagen",7,3,7,4,5,2,5,3,5,5,5,4,4,5,2
"Gol",593,"Volkswagen",10,2,8,4,3,3,8,3,3,0,2,0,2,0,0
"Gol",594,"Volkswagen",10,4,8,7,7,5,9,4,9,5,5,2,5,7,4
"Gol",595,"Volkswagen",9,6,8,10,10,10,0,8,9,10,8,10,10,9,10
"Gol",596,"Volkswagen",8,3,3,3,7,4,7,0,6,2,4,8,8,8,0
"Gol",597,"Volkswagen",9,5,8,8,5,8,8,8,8,8,5,8,8,7,6
"Gol",598,"Volkswagen",10,9,10,10,10,6,9,9,10,10,10,8,10,10,10
"Gol",599,"Volkswagen",9,5,6,5,8,6,6,0,1,0,3,0,6,0,0
"Gol",600,"Volkswagen",9,8,8,8,7,5,4,2,2,8,7,1,6,5,3
"Gol",601,"Volkswagen",10,7,9,8,8,8,10,10,7,10,2,10,10,8,8
"Gol",602,"Volkswagen",0,0,1,2,1,0,0,0,2,1,0,0,1,0,0
"Gol",603,"Volkswagen",9,7,7,7,8,8,8,5,6,8,7,8,8,8,9
"Gol",604,"Volkswagen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gol",605,"Volkswagen",8,3,3,7,2,4,4,2,4,7,3,5,8,6,3
"Gol",606,"Volkswagen",9,1,4,1,3,6,2,2,3,7,7,10,7,7,0
"Gol",607,"Volkswagen",10,7,8,8,8,9,0,10,10,8,8,10,9,8,8
"Gol",608,"Volkswagen",8,7,6,8,5,3,3,7,8,8,3,2,5,7,4
"Gol",609,"Volkswagen",8,3,4,4,4,4,4,4,4,4,3,4,4,4,3
"Gol",610,"Volkswagen",10,2,10,5,7,8,5,0,10,0,8,10,10,5,0
"Gol",611,"Volkswagen",8,8,8,8,8,8,7,6,6,7,8,8,8,7,5
"Gol",612,"Volkswagen",8,6,7,7,6,6,2,0,1,2,5,1,6,0,0
"Gol",613,"Volkswagen",10,8,9,9,9,6,7,9,6,6,4,0,5,0,0
"Gol",614,"Volkswagen",10,9,10,9,9,6,8,10,10,8,9,7,10,7,10
